MJD,mag,mag_err
55558.1397569,7.77636,0.01998
55558.1404282,7.76786,0.02067
55558.1411458,7.76066,0.02057
55558.1418287,7.74396,0.02008
55558.1425115,7.75776,0.02047
55558.143206,7.73856,0.01998
55558.1439004,7.75026,0.02008
55558.1445949,7.76016,0.02038
55558.1452893,7.77466,0.02097
55558.1460069,7.76226,0.01998
55558.1466782,7.77506,0.01949
55558.1473726,7.74596,0.01998
55558.1480671,7.74246,0.01998
55558.1487615,7.75546,0.01969
55558.1494675,7.71356,0.01988
55558.1501504,7.72696,0.01988
55558.1508564,7.71786,0.01978
55558.1515393,7.69836,0.02038
55558.1522453,7.71156,0.01988
55558.1529861,7.70606,0.01959
55558.1536458,7.67686,0.01969
55558.1543402,7.71616,0.01939
55558.1550231,7.70026,0.01998
55558.155706,7.68506,0.01998
55558.156412,7.69476,0.01959
55558.1570949,7.70356,0.019
55558.1578125,7.68826,0.01919
55558.1584953,7.69566,0.01919
55558.1591782,7.67866,0.01841
55558.1598958,7.67656,0.01959
55558.1605671,7.70056,0.01929
55558.1612615,7.73876,0.01949
55558.161956,7.67436,0.01919
55558.162662,7.66736,0.0189
55558.163368,7.72176,0.0189
55558.1640393,7.71866,0.01929
55558.1647453,7.63006,0.0187
55558.2258564,7.81056,0.02304
55558.2265393,7.81396,0.02176
55558.2272569,7.78626,0.02255
55558.2279513,7.83416,0.02235
55558.2286689,7.80326,0.02265
55558.2293981,7.79896,0.02304
55558.2300115,7.84316,0.02364
55558.2307175,7.81066,0.02463
55558.2314004,7.81846,0.02344
55558.2320949,7.74086,0.02433
55558.232824,7.83686,0.02354
55558.2335069,7.78726,0.02275
55558.2341898,7.82416,0.02324
55558.2348726,7.84396,0.02384
55558.2355787,7.83826,0.02384
55558.2362962,7.88336,0.02463
55558.2369675,7.85026,0.02453
55558.2376504,7.84696,0.02433
55558.2383449,7.92516,0.02403
55558.2390972,7.92726,0.02473
55558.2397569,7.93066,0.02552
55558.2404513,7.85356,0.02592
55558.2411226,7.89546,0.02572
55558.2418402,7.91956,0.02572
55558.2425347,7.93876,0.02661
55558.2432175,7.97716,0.02582
55558.2439467,7.95796,0.02631
55558.244618,7.99006,0.0286
55558.2452893,7.95736,0.02681
55558.2460416,8.02586,0.02919
55558.2466782,8.07546,0.02909
55558.2473958,8.05906,0.02879
55558.2480671,8.03196,0.0286
55558.2487731,8.02226,0.0281
55558.2495023,8.07126,0.0281
55558.2501736,8.11006,0.03098
55558.2508449,8.13886,0.02899
55558.2515393,8.10956,0.03058
55558.2522453,8.12576,0.02879
55558.2529513,8.17086,0.03038
55558.2536342,8.10716,0.03237
55558.2543171,8.17116,0.02939
55558.2550231,8.06066,0.02959
55558.2557291,8.09276,0.03287
55604.9473842,8.42267,0.05905
55558.2564004,8.11856,0.02939
55604.9480902,8.21087,0.05379
55558.257118,8.20746,0.03178
55558.2578125,8.14926,0.03207
55558.25853,8.21626,0.03168
55558.2591782,8.17636,0.02969
55558.2598842,8.14876,0.03327
55558.2605902,8.19396,0.03406
55558.2612962,8.15826,0.03188
55558.261956,8.20086,0.03188
55558.262662,8.18886,0.03227
55558.263368,8.21036,0.03009
55558.2640856,8.12826,0.03108
55558.2647569,8.23166,0.03237
55558.2654282,8.22876,0.03178
55558.2661805,8.14186,0.03108
55558.2668171,8.13186,0.03128
55558.2675347,8.22886,0.03217
55558.268206,8.23546,0.03277
55558.268912,8.18406,0.03207
55558.2696296,8.18516,0.03088
55558.2703356,8.14176,0.03068
55558.2716782,8.10766,0.03048
55558.2723842,8.13326,0.02959
55558.2730671,8.10616,0.02959
55604.9786458,7.98467,0.03637
55604.9793518,7.98417,0.03815
55604.9800347,8.07127,0.03884
55604.9807291,8.02507,0.03795
55604.9814236,7.98657,0.03775
55604.9821064,7.97417,0.03657
55604.9828125,7.97817,0.03824
55604.9835069,7.90257,0.03333
55604.9842013,7.80287,0.03127
55604.9848842,7.81807,0.03146
55604.9855902,7.74927,0.03274
55604.9862962,7.82207,0.03049
55604.9869791,7.74777,0.02873
55604.9876736,7.78917,0.03058
55604.988368,7.66537,0.0297
55604.9890856,7.72937,0.02863
55604.9897569,7.68867,0.02883
55604.9904629,7.71267,0.02785
55604.9911458,7.74117,0.02883
55604.9918402,7.69017,0.02746
55604.9925347,7.64927,0.02727
55604.9932523,7.72667,0.02795
55604.9939236,7.70307,0.02737
55604.994618,7.67797,0.02766
55604.9953125,7.63927,0.02824
55604.9960069,7.67667,0.02766
55604.9967013,7.72867,0.02776
55604.9973958,7.54907,0.02746
55604.9980902,7.63477,0.0264
55604.9987847,7.54727,0.02688
55604.9994791,7.63427,0.02591
55605.0001736,7.65857,0.0264
55605.0008564,7.55577,0.02552
55605.0015625,7.61427,0.02504
55605.0022569,7.55677,0.02611
55605.0029513,7.59277,0.02465
55605.0036458,7.53357,0.02514
55605.0043402,7.50777,0.02398
55605.0050231,7.56687,0.02581
55605.0057291,7.55157,0.02456
55605.0064236,7.48097,0.02398
55605.007118,7.57187,0.02456
55605.0078125,7.51137,0.02398
55605.0085069,7.48987,0.02379
55605.0092013,7.51927,0.02398
55605.0098958,7.59037,0.02427
55605.0105902,7.49967,0.02427
55605.0112731,7.48967,0.0234
55605.0119791,7.49697,0.02379
55605.0126736,7.49457,0.02331
55605.013368,7.47557,0.02235
55605.0140972,7.48637,0.02456
55605.0147569,7.45817,0.02359
55605.0154398,7.51807,0.0235
55605.0161458,7.51677,0.02273
55605.0168402,7.47857,0.02302
55605.0175347,7.45757,0.02254
55567.0765625,7.81142,0.02164
55567.0772453,7.82022,0.02125
55561.9939236,7.64139,0.01803
55561.9946064,7.67639,0.01872
55561.9952893,7.67639,0.01774
55561.9959953,7.69069,0.01784
55561.9967013,7.63849,0.01813
55561.9973842,7.63249,0.01833
55561.9980902,7.632,0.01813
55561.9987731,7.6558,0.01793
55606.938368,7.722,0.03144
55606.9390625,7.754,0.03104
55606.9397569,7.8262,0.03352
55606.9807291,8.0706,0.04049
55606.9814236,8.0655,0.04367
55606.982118,8.0359,0.04029
55606.9828125,7.9846,0.0384
55606.9835185,8.0268,0.03879
55606.9842013,8.046,0.03979
55606.9848958,7.877,0.03621
55606.9855787,7.9127,0.03969
55606.9862962,7.9531,0.03969
55606.9869791,7.9728,0.03879
55606.9876736,7.9263,0.03939
55606.988368,7.9189,0.03651
55606.9890509,7.9971,0.0378
55606.9897569,7.9074,0.0379
55606.9904513,7.8592,0.0375
55606.9911458,7.8668,0.03531
55606.9918402,7.8092,0.03571
55606.9925231,7.8629,0.03472
55606.9932407,7.87,0.03313
55606.9939236,7.8724,0.03521
55606.994618,7.7937,0.03392
55606.9953009,7.8032,0.03313
55606.9960069,7.8105,0.03422
55606.9967013,7.8118,0.03412
55606.9973958,7.9104,0.03511
55606.9980902,7.7738,0.03144
55606.9987847,7.7635,0.03492
55606.9994791,7.8258,0.03402
55607.0001967,7.7816,0.03313
55607.000868,7.7538,0.03124
55607.0015625,7.6415,0.03382
55607.0022569,7.6736,0.03164
55607.0029513,7.7122,0.03065
55607.0036458,7.67,0.02985
55607.0043402,7.6799,0.03104
55607.0050347,7.7,0.03194
55607.0057291,7.6683,0.03015
55607.0064236,7.6154,0.03025
55607.007118,7.5785,0.02876
55607.0078009,7.5933,0.03045
55607.0085185,7.5965,0.03005
55607.0092013,7.5755,0.02995
55607.0098958,7.6847,0.02856
55607.0105902,7.6539,0.02846
55607.0112847,7.5731,0.02846
55607.0119791,7.6314,0.02965
55607.0126736,7.5666,0.03055
55607.013368,7.6768,0.02856
55607.0140625,7.5897,0.02995
55607.0147569,7.6253,0.02787
55607.0154513,7.6451,0.02846
55607.0161458,7.6207,0.02747
55607.0168402,7.5942,0.02856
55607.0175347,7.5896,0.02856
55607.0182175,7.6224,0.02817
55607.0189236,7.58,0.02876
55607.019618,7.5855,0.02946
55608.9238541,7.69528,0.03791
55608.9244675,7.66848,0.03671
55608.925868,7.67788,0.03811
55608.9265625,7.68568,0.04
55608.9272569,7.60588,0.03731
55608.9279398,7.58398,0.04228
55608.9286458,7.49968,0.04209
55608.9293402,7.52888,0.04667
55608.9300347,7.47148,0.04228
55608.9307638,7.59498,0.04527
55608.931412,7.68848,0.04378
55608.932118,7.70418,0.04029
55608.9328125,7.54618,0.04398
55608.9335069,7.55388,0.04308
55608.9342013,7.69688,0.04149
55608.9348958,7.86278,0.04129
55608.9355902,7.75468,0.0393
55608.9362847,7.68738,0.0398
55608.9370138,7.76808,0.04069
55608.9376967,7.80588,0.04069
55608.938368,7.77488,0.04637
55608.9390625,7.72378,0.0387
55608.9397569,7.77788,0.04039
55608.9404513,7.86658,0.04358
55608.9411458,7.76168,0.04129
55608.9418402,7.80978,0.04069
55498.1536458,7.59329,0.02729
55498.1543402,7.63359,0.02659
55498.1550231,7.61589,0.0254
55609.0237847,7.62418,0.0398
55609.0244791,7.54788,0.0386
55609.0251736,7.66938,0.03532
55609.025868,7.59568,0.03562
55609.0265625,7.62468,0.03552
55609.0272569,7.57078,0.03552
55609.0280324,7.63298,0.03641
55609.0286458,7.70488,0.03641
55609.0293402,7.59238,0.03423
55609.0300578,7.74188,0.03701
55609.0307291,7.66048,0.03592
55609.0314236,7.66658,0.03572
55609.032118,7.61168,0.03532
55609.0328009,7.63558,0.03572
55609.0335069,7.65058,0.03473
55609.0342129,7.60548,0.03403
55609.0349884,7.68068,0.03492
55609.0355902,7.65308,0.03443
55609.0362847,7.69808,0.03681
55609.0369791,7.68348,0.03592
55609.0376736,7.67768,0.03542
55609.038368,7.70168,0.03522
55609.0390625,7.64188,0.03453
55609.0397453,7.60918,0.03482
55609.0404513,7.59038,0.03552
55609.0411458,7.65518,0.03492
55609.0418634,7.66288,0.03502
55609.0425347,7.69128,0.03502
55609.0432291,7.59898,0.03413
55609.043912,7.58598,0.03343
55609.044618,7.56688,0.03393
55609.0453125,7.65538,0.03473
55609.0460069,7.60358,0.03453
55609.0467013,7.67898,0.03492
55609.0473958,7.68528,0.03463
55609.0480902,7.60318,0.03373
55609.0488194,7.61828,0.03443
55609.0494675,7.65468,0.03423
55609.0501736,7.63818,0.03502
55609.0647569,7.73188,0.03632
55567.9994675,7.60409,0.01905
55568.0001504,7.56529,0.01885
55506.1973726,7.75997,0.02527
55506.1980787,7.73207,0.02646
55506.2022453,7.89497,0.02626
55506.2029398,7.92077,0.02716
55506.2036458,7.86897,0.02597
55506.2043287,7.88337,0.02805
55506.2050347,7.95657,0.02805
55506.2057175,7.95937,0.02935
55506.2064004,7.97177,0.02875
55506.207118,7.99167,0.02855
55506.2077893,7.95027,0.02835
55506.2084837,7.92807,0.02965
55506.2091782,7.94007,0.02945
55506.2099305,8.01687,0.03014
55506.2105671,7.99107,0.02965
55506.2112615,7.90687,0.03044
55506.2119791,7.92567,0.03024
55506.2126504,8.00427,0.02974
55506.213368,8.04367,0.02955
55506.2140393,7.98827,0.03154
55506.2147337,7.94927,0.03174
55506.2154398,7.97107,0.03034
55506.2161226,8.07097,0.03044
55506.2168171,8.06207,0.03084
55506.2175115,8.00617,0.03213
55506.218206,8.06457,0.03203
55506.2189004,7.97977,0.03114
55506.219618,8.04227,0.03114
55506.2203009,8.04647,0.03104
55506.2209837,8.03697,0.03004
55506.2217013,8.00697,0.02935
55506.2224074,7.95957,0.03124
55506.2230671,8.02847,0.03114
55506.2237615,8.07857,0.02994
55506.224456,8.01137,0.03024
55506.2251736,8.04917,0.02965
55506.2258449,8.00277,0.02895
55506.2265625,8.01477,0.03213
55506.2272337,8.08297,0.03144
55506.2279282,7.94747,0.03004
55506.2286226,8.05757,0.03064
55506.2293402,7.95317,0.03193
55506.2300347,7.89687,0.02925
55506.2307175,7.95197,0.03084
55506.2314004,7.83637,0.02805
55506.2320949,7.95607,0.02974
55506.2328009,7.89807,0.02805
55506.2335069,7.88237,0.02756
55506.2341782,7.83427,0.02686
55506.2348726,7.82457,0.02746
55506.2355902,7.88247,0.02666
55506.2362731,7.89497,0.02736
55569.130706,7.9832,0.02058
55569.1314004,7.9568,0.01999
55569.1334837,7.895,0.01969
55569.1341782,7.90919,0.01989
55569.1348726,7.87619,0.02018
55569.1355902,7.895,0.019
55569.1362847,7.8893,0.0193
55569.1369675,7.87759,0.0193
55569.1376851,7.8743,0.0191
55569.138368,7.862,0.0193
55569.1390625,7.82619,0.02107
55569.1397453,7.8009,0.019
55569.1404282,7.88959,0.0193
55569.1411458,7.7995,0.01821
55569.1418171,7.84519,0.01871
55569.1425347,7.85919,0.0188
55569.143206,7.8427,0.01861
55569.1439004,7.82919,0.01812
55569.1445949,7.77859,0.01851
55569.1452893,7.8338,0.01841
55569.1460185,7.78839,0.01812
55569.1467013,7.8226,0.01782
55569.1473958,7.7966,0.01851
55569.1480787,7.8385,0.01831
55569.1487615,7.8437,0.01831
55609.9001736,7.70908,0.04209
55569.1494791,7.797,0.01782
55609.900868,7.60398,0.04418
55569.1501736,7.8317,0.01782
55569.1508564,7.8085,0.01831
55569.151574,7.7952,0.01733
55569.1522569,7.76169,0.01772
55569.1529513,7.774,0.01802
55569.1536226,7.7812,0.01792
55569.1543171,7.7857,0.01743
55569.1550231,7.7752,0.01753
55569.155706,7.779,0.01743
55569.1564004,7.76509,0.01772
55569.1570949,7.7606,0.01782
55569.1578125,7.76089,0.01802
55569.1584953,7.7725,0.01792
55569.1592013,7.7742,0.01792
55569.1599074,7.75599,0.01782
55569.1605787,7.75319,0.01772
55569.1612731,7.753,0.01753
55569.1619791,7.72949,0.01792
55569.1626736,7.70909,0.01684
55569.1633449,7.7739,0.01772
55569.1640625,7.744,0.01713
55569.1647569,7.72,0.01713
55569.1654398,7.73649,0.01704
55569.1661226,7.7219,0.01723
55569.1668402,7.7522,0.01753
55569.1675231,7.6828,0.01723
55569.1709837,7.7641,0.01802
55569.1717013,7.7514,0.01792
55610.0230902,7.68238,0.04478
55569.1723958,7.7249,0.01743
55610.0237847,7.69698,0.0407
55610.0244791,7.72448,0.0413
55610.025162,7.66398,0.0411
55610.025868,7.67738,0.0403
55610.0265509,7.70198,0.04259
55610.0272569,7.69438,0.0401
55610.0281134,7.70398,0.0408
55610.0286574,7.69388,0.0396
55610.0293402,7.73028,0.0407
55610.0300231,7.66948,0.03911
55610.0307291,7.78108,0.04299
55610.0314236,7.72128,0.0413
55610.032118,7.68458,0.03931
55610.0328125,7.73838,0.0412
55610.0335069,7.71618,0.03841
55610.0341898,7.69388,0.0396
55610.0349189,7.66718,0.03881
55610.0355902,7.66708,0.0401
55610.0362847,7.69028,0.0397
55610.0369791,7.71678,0.03911
55610.0376736,7.67738,0.03921
55610.0383912,7.59898,0.03652
55610.0390625,7.63978,0.03931
55610.0397453,7.63528,0.03921
55610.0404513,7.57258,0.03831
55610.0411458,7.75048,0.0409
55610.0418865,7.71808,0.0404
55610.0425347,7.75748,0.0396
55610.0432175,7.73718,0.0408
55610.0439236,7.68738,0.03861
55610.0446064,7.65928,0.03831
55610.864074,7.80113,0.04508
55610.8647569,7.82843,0.04338
55610.8654513,7.81713,0.04488
55611.0230902,7.87903,0.04328
55611.0237847,8.22523,0.05644
55611.0244675,8.58043,0.09438
55611.0265625,7.61003,0.07401
55611.0279861,7.83493,0.04279
55611.0286458,7.79303,0.04408
55611.0307291,7.32203,0.06562
55611.0314236,7.69253,0.04966
55611.0328125,7.93243,0.04428
55611.0335069,8.84073,0.13036
55611.0342013,7.96503,0.09868
55611.0349189,8.20383,0.12586
55611.0355902,8.05423,0.08539
55611.037662,7.61353,0.13146
55611.038368,8.03073,0.11917
55611.0390625,8.34963,0.14705
55611.0397569,6.28843,0.0808
55611.0404513,8.08033,0.08559
55611.041875,7.78823,0.09878
55611.0425231,7.94303,0.09139
55611.0439236,7.76183,0.0402
55611.044618,7.69813,0.03771
55611.0453356,7.75663,0.03791
55611.0460069,7.66623,0.03702
55611.0467013,7.71193,0.03811
55611.0474074,7.75143,0.03841
55611.0480902,7.77253,0.0402
55611.0488194,7.71933,0.03801
55611.0494791,7.77833,0.03851
55611.0501736,7.68093,0.03741
55611.050868,7.74813,0.0394
55507.1112847,7.60601,0.02203
55507.1119675,7.67151,0.02065
55507.112662,7.65411,0.02104
55570.918206,7.9332,0.02828
55570.9189004,7.9241,0.03097
55611.9078125,7.76377,0.03004
55611.9084953,7.66577,0.02905
55611.9168634,7.55957,0.03521
55611.9175347,7.71547,0.04088
55611.9203009,7.68697,0.03223
55611.9217013,7.66537,0.03262
55611.9223958,7.87447,0.03531
55611.9237962,7.68277,0.03521
55611.9244791,7.72987,0.03441
55611.9251736,7.70737,0.03104
55611.925868,7.72047,0.03203
55611.9265625,8.11767,0.04128
55611.9272569,7.81967,0.03561
55611.9286458,7.72787,0.03322
55611.9293402,7.65927,0.03153
55611.9300347,7.66517,0.03312
55611.9307407,7.72597,0.03312
55611.9314236,7.65657,0.03252
55611.9321064,7.83597,0.03302
55611.932824,7.72507,0.03233
55611.9334953,7.66047,0.03163
55611.9342013,7.74147,0.03421
55611.9348958,7.76037,0.03193
55611.9355902,7.75617,0.03243
55611.9362847,8.12557,0.04616
55611.9369791,7.74287,0.06072
55611.938368,7.68837,0.03362
55611.9390625,7.78117,0.03471
55611.9397453,7.73717,0.03352
55611.9404513,7.25167,0.04456
55611.9411458,7.81547,0.0364
55611.9418402,7.71777,0.03431
55611.9425347,7.80057,0.03421
55611.9432175,7.74877,0.03491
55611.9439236,7.83357,0.03461
55611.9446296,7.81907,0.0367
55611.9453009,7.77387,0.03302
55611.9460069,7.82157,0.03491
55611.9467013,7.85207,0.03451
55571.0015277,7.508,0.0174
55611.9473842,7.82897,0.03541
55611.9480902,7.83607,0.03481
55571.0022569,7.5539,0.01838
55611.9487847,7.71027,0.0364
55571.0029282,7.5277,0.01769
55611.9494791,7.89817,0.0366
55571.0036458,7.5434,0.01799
55611.9501736,7.87017,0.0365
55571.0043171,7.517,0.0171
55571.0050115,7.5712,0.01818
55571.0057175,7.5371,0.01818
55571.0064004,7.5148,0.01749
55571.0071643,7.5343,0.0173
55571.0085069,7.5422,0.01769
55571.0091898,7.5024,0.01769
55571.0098726,7.4908,0.0173
55571.0112731,7.436,0.0171
55571.011956,7.5344,0.01789
55571.0126736,7.4996,0.01769
55571.0133449,7.4864,0.0173
55571.0140972,7.4719,0.0172
55571.0147453,7.4994,0.0173
55571.0154282,7.5036,0.01749
55571.0161458,7.4767,0.01759
55571.0168171,7.4388,0.0173
55571.0175115,7.4644,0.01651
55571.018206,7.5053,0.0173
55571.0189236,7.5246,0.0172
55571.019618,7.5034,0.0169
55571.0202893,7.4566,0.01661
55571.0209837,7.5242,0.0173
55571.0216782,7.4454,0.01661
55571.0223726,7.4664,0.0171
55571.0237615,7.5013,0.01769
55571.0244907,7.4506,0.0169
55571.0251504,7.4249,0.0171
55571.025868,7.4856,0.01769
55571.0265509,7.4756,0.01651
55571.0272569,7.4891,0.017
55571.0279513,7.4582,0.0169
55571.0286342,7.4567,0.0171
55571.0293171,7.5074,0.01661
55571.0300231,7.4465,0.01602
55571.0307175,7.475,0.01632
55571.0314236,7.478,0.01671
55571.032118,7.555,0.0172
55571.0328009,7.4927,0.017
55571.0335069,7.4976,0.017
55612.0286458,8.20757,0.09678
55571.0342013,7.4656,0.01612
55612.0300347,7.56577,0.09358
55571.0348958,7.4821,0.0169
55612.0314236,8.38597,0.13116
55612.0328125,7.73857,0.10247
55612.0348958,6.71817,0.0745
55612.0362847,8.02677,0.10507
55612.0376736,7.05517,0.075
55612.038368,8.68377,0.12026
55612.0390509,8.60837,0.11366
55612.0397569,8.04817,0.07939
55612.0411458,7.94417,0.09727
55612.0418865,8.49767,0.10317
55612.0425347,8.29297,0.11536
55612.0432291,8.59887,0.10727
55612.044618,8.79247,0.12066
55612.0453009,8.17417,0.13635
55612.0460069,6.15957,0.04696
55612.0473958,8.66587,0.12716
55612.0480902,8.56977,0.11416
55612.0488194,8.54757,0.11816
55612.0494791,8.35297,0.08948
55612.050162,8.16927,0.08519
55612.050868,8.46797,0.09648
55612.0515625,7.80317,0.08678
55612.0522569,8.53347,0.09827
55612.0536458,7.21597,0.06581
55612.0543402,8.38077,0.08768
55612.0557407,8.27327,0.14135
55571.1209837,7.9011,0.02233
55571.1217013,7.8994,0.02263
55571.1223726,7.8808,0.02282
55571.1230671,7.8713,0.02243
55571.1237847,7.8999,0.02233
55571.1244791,7.8827,0.02154
55571.125162,7.8584,0.02193
55571.1258564,7.7928,0.02045
55571.1265509,7.7655,0.02055
55571.1272569,7.794,0.02124
55571.1279398,7.7701,0.02035
55571.1286458,7.7946,0.02016
55571.1293287,7.7792,0.02075
55571.1300347,7.8186,0.02055
55571.1307175,7.7264,0.02045
55571.1314004,7.7532,0.01976
55571.1322222,7.7523,0.01956
55571.1328125,7.7656,0.01996
55571.1335069,7.7109,0.02035
55571.1341782,7.7032,0.01966
55571.1348842,7.714,0.01937
55571.1355902,7.6833,0.01917
55571.1362615,7.6541,0.01877
55571.1369791,7.6596,0.01848
55571.137662,7.6551,0.01848
55571.138368,7.7009,0.01858
55571.1390625,7.631,0.01848
55571.1397337,7.6433,0.01789
55571.1404398,7.6497,0.01838
55571.1411226,7.6445,0.01818
55571.1418402,7.6463,0.01769
55571.1425347,7.652,0.01818
55571.1432291,7.6146,0.01808
55571.1439236,7.6286,0.01789
55571.1446064,7.6169,0.01789
55571.1452893,7.6263,0.01779
55571.1460185,7.6345,0.01759
55571.1467013,7.6515,0.01779
55571.1473842,7.5688,0.0173
55571.1480671,7.5847,0.01749
55571.1487847,7.5837,0.0174
55571.1494791,7.5732,0.01749
55571.150162,7.611,0.01789
55571.1508449,7.5799,0.0171
55571.1515625,7.5931,0.0172
55571.1522453,7.5765,0.0171
55571.1529398,7.6024,0.0171
55571.1536226,7.564,0.01749
55571.1543171,7.5613,0.01681
55571.1550115,7.568,0.0169
55571.1557175,7.5386,0.0169
55571.1564004,7.5667,0.01671
55571.157118,7.5792,0.01671
55571.1577893,7.5975,0.01671
55571.1584953,7.5637,0.0169
55571.1591898,7.5604,0.0173
55571.1598958,7.5505,0.01641
55571.1605671,7.5137,0.01592
55571.1612962,7.4867,0.01651
55571.161956,7.5434,0.01651
55571.162662,7.5132,0.01632
55571.1633449,7.5155,0.01661
55571.1640393,7.5114,0.01612
55571.1647569,7.5024,0.01612
55571.1654398,7.4927,0.01632
55571.1661226,7.5029,0.01632
55571.1668518,7.4882,0.01622
55571.1675347,7.5318,0.01632
55571.1682175,7.509,0.01573
55571.168912,7.5011,0.01612
55571.1696064,7.4977,0.01632
55571.1702893,7.5205,0.01632
55571.1709837,7.529,0.01632
55571.1717129,7.4547,0.01612
55571.1723726,7.4898,0.01612
55571.1730671,7.4612,0.01661
55571.173831,7.4177,0.0171
55571.174456,7.4903,0.01632
55571.1751504,7.481,0.01622
55571.1758564,7.4835,0.01583
55571.1765393,7.4704,0.01563
55571.1772337,7.4736,0.01602
55571.1779398,7.5232,0.01651
55571.1786342,7.4532,0.01602
55571.1793171,7.4841,0.01632
55571.1800231,7.427,0.01553
55571.1807291,7.4891,0.01612
55571.181412,7.4589,0.01602
55571.1820949,7.495,0.01612
55571.1827893,7.5142,0.01602
55571.1834837,7.4997,0.01612
55571.1842013,7.4683,0.01583
55571.1848842,7.5201,0.01553
55571.1855902,7.4669,0.01632
55571.1862615,7.4634,0.01632
55571.1869675,7.4401,0.01632
55571.1876851,7.2947,0.01828
55571.1883449,7.4533,0.01641
55571.1890509,7.4754,0.01602
55571.1897337,7.4702,0.01583
55571.1904513,7.4921,0.01622
55571.1911226,7.472,0.01612
55571.1918287,7.4971,0.01602
55571.1925115,7.4252,0.01612
55571.193206,7.4275,0.01592
55508.2175231,8.1936,0.0297
55571.1939351,7.4232,0.01583
55508.2182407,8.115,0.0292
55571.194618,7.4523,0.01592
55508.2189004,8.078,0.03199
55571.1953009,7.4998,0.01602
55508.2196527,8.1944,0.0292
55571.1959837,7.4979,0.01622
55508.2202893,8.1951,0.03079
55571.1967129,7.4715,0.01553
55508.2209953,8.1878,0.03189
55571.1973726,7.4498,0.01573
55571.1980787,7.4712,0.01592
55508.2223842,8.1666,0.03
55571.1987731,7.4528,0.01632
55508.2230787,8.1841,0.02891
55508.2237731,8.1816,0.0292
55571.1994791,7.4424,0.01612
55508.224456,8.1138,0.03318
55571.2001504,7.4379,0.01583
55571.200868,7.4684,0.01661
55571.2016666,7.4729,0.01602
55571.2022453,7.4823,0.01671
55571.2029282,7.4845,0.01671
55571.2036342,7.4577,0.01563
55571.2043171,7.4751,0.01602
55571.2050231,7.4746,0.01641
55571.2057175,7.5109,0.01632
55571.2064236,7.4186,0.01661
55571.2071064,7.4748,0.01641
55571.2077893,7.5242,0.01671
55571.20853,7.4964,0.01641
55571.2091898,7.4722,0.01641
55571.2098958,7.4949,0.01641
55571.2105902,7.4615,0.01641
55571.2112731,7.5016,0.01632
55571.2119791,7.5378,0.01671
55571.212662,7.5044,0.01681
55571.2133449,7.5035,0.01671
55571.2140625,7.5206,0.01661
55571.2147337,7.5783,0.0169
55571.2155324,7.5287,0.0169
55571.2161226,7.5121,0.017
55571.2168171,7.4952,0.0171
55571.2175115,7.509,0.0173
55571.218206,7.5601,0.0171
55571.218912,7.5236,0.0169
55571.2195949,7.5761,0.01749
55571.2202893,7.5602,0.01799
55571.2209837,7.5776,0.01749
55571.2217013,7.6179,0.01759
55571.2224189,7.6109,0.01769
55571.2230671,7.5832,0.01858
55571.2237847,7.6671,0.01897
55571.2244791,7.7124,0.01937
55571.2251736,7.631,0.01917
55571.225868,7.6316,0.01838
55571.2265625,7.6218,0.01868
55571.2272337,7.6035,0.01789
55571.2279282,7.625,0.01897
55571.2286226,7.7196,0.01966
55571.2293634,7.7972,0.01986
55571.2300115,7.7601,0.01986
55571.2307175,7.7171,0.02075
55571.2314004,7.8281,0.02332
55571.2321064,7.8358,0.0261
55571.2328125,8.0047,0.02471
55571.2334953,7.9219,0.03106
55571.2341782,8.2009,0.03236
55571.2348726,8.1974,0.03047
55571.2355787,8.1554,0.03246
55571.2362615,8.1344,0.03007
55571.2369791,8.2215,0.03515
55571.2376504,8.3242,0.03286
55571.238368,8.3495,0.03365
55571.2390393,8.4368,0.03564
55571.2397453,8.4305,0.03475
55571.2404282,8.5342,0.04831
55571.2411342,8.6291,0.05639
55612.9015625,7.24346,0.0196
55571.2418171,8.5976,0.05629
55612.9022569,7.38906,0.02265
55571.2432523,8.1919,0.04461
55571.2445949,7.6614,0.01946
55571.2453125,7.7569,0.02174
55571.2460069,7.7653,0.02045
55571.2466898,7.7969,0.02124
55571.2473726,7.7166,0.02075
55571.2480671,7.7162,0.02085
55571.2487731,7.7251,0.02045
55571.249456,7.7391,0.02164
55571.2501736,7.7415,0.02104
55571.2508449,7.7564,0.02213
55571.2515393,7.7701,0.02174
55571.2522453,7.8202,0.02263
55571.2529282,7.7709,0.02203
55571.2536342,7.8337,0.02273
55571.2543287,7.8648,0.02263
55571.2550115,7.8403,0.02292
55571.255706,7.795,0.02273
55571.2564004,7.9251,0.02382
55571.257118,7.8839,0.02174
55571.2577893,7.8538,0.02273
55571.2584953,7.9315,0.02441
55571.2592013,7.9251,0.02332
55571.2598842,7.9056,0.02322
55571.2605671,7.9173,0.02501
55571.2612847,7.9073,0.02491
55571.261956,7.9401,0.02491
55571.2626504,7.9552,0.0251
55571.2633449,7.982,0.0255
55571.2640509,7.9644,0.0258
55571.2647337,7.9612,0.0253
55571.2654282,8.0447,0.02659
55571.2661226,7.9818,0.02749
55571.2668171,8.0243,0.02659
55571.2675347,8.0141,0.026
55571.2682291,8.0322,0.02749
55571.2689236,8.0611,0.02928
55571.2695949,8.0789,0.02808
55571.2702893,7.9889,0.02788
55571.2710185,8.0576,0.02669
55571.2716782,8.0812,0.02808
